ஊஷ்L	N_NN	B-NP	URL,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	I-NP	8D,unk,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
9	QT_QTC	B-NP	9,num,,,,,,	o
ஆ	RP_INJ	I-NP	A,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
99	QT_QTC	B-NP	99,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	B-NP	8D,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95-	QT_QTC	B-NP	95-,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
9	QT_QTC	B-NP	9,num,,,,,,	o
ஞ்	RD_PUNC	I-NP	F,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	B-NP	8D,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
9	QT_QTC	B-NP	9,num,,,,,,	o
ஞ்	RD_PUNC	I-NP	F,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்	QT_QTC	B-NP	BF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
9	QT_QTC	B-NP	9,num,,,,,,	o
ஞ்	RD_PUNC	I-NP	F,unk,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
85	QT_QTC	B-NP	85,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
9	QT_QTC	B-NP	9,num,,,,,,	o
ஞ்	RD_PUNC	I-NP	F,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்	QT_QTC	B-NP	BF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	B-NP	8D,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B2	QT_QTC	B-NP	B2,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	I-NP	8D,unk,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆ8	QT_QTC	B-NP	A8,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஐ	N_NN	B-NP	BE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
9	QT_QTC	B-NP	9,num,,,,,,	o
ஞ்	RD_PUNC	I-NP	F,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	B-NP	8D,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
9	QT_QTC	B-NP	9,num,,,,,,	o
ஞ்	RD_PUNC	I-NP	F,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
81-	QT_QTC	B-NP	81-,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B5	QT_QTC	B-NP	B5,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்	QT_QTC	B-NP	BF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B4	QT_QTC	B-NP	B4,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஐ	N_NN	B-NP	BE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B5	QT_QTC	B-NP	B5,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்	QT_QTC	B-NP	BF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B2	QT_QTC	B-NP	B2,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	I-NP	8D,unk,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B2	QT_QTC	B-NP	B2,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆ8	QT_QTC	B-NP	A8,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	B-NP	8D,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆ4	QT_QTC	B-NP	A4,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
81-	QT_QTC	B-NP	81-,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	QT_QTC	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8	QT_QTC	B-NP	8,num,,,,,,	o
ஆ	RP_INJ	I-NP	A,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B3	QT_QTC	B-NP	B3,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	B-NP	8D,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B3-	N_NN	B-NP	B3-,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B5	QT_QTC	B-NP	B5,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
87	QT_QTC	B-NP	87,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆ3	QT_QTC	B-NP	A3,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	B-NP	8D,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
9	QT_QTC	B-NP	9,num,,,,,,	o
ஞ்	RD_PUNC	I-NP	F,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஐ	N_NN	B-NP	BE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	I-NP	8D,unk,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B0	QT_QTC	B-NP	B0,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
9	QT_QTC	B-NP	9,num,,,,,,	o
C	RD_PUNC	I-NP	C,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்	QT_QTC	B-NP	BF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆ9	QT_QTC	B-NP	A9,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்	QT_QTC	I-NP	BF,unk,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B2	QT_QTC	B-NP	B2,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
81	QT_QTC	B-NP	81,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	B-NP	8D,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
81-	QT_QTC	B-NP	81-,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	QT_QTC	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8	QT_QTC	B-NP	8,num,,,,,,	o
B	RD_PUNC	I-NP	B,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B0	QT_QTC	B-NP	B0,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்	QT_QTC	B-NP	BF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
